GO,level
GO:0000909,11
GO:0140084,6
GO:0000905,11
GO:0051642,5
GO:0070631,4
GO:0070727,4
GO:0008104,4
GO:0006403,4
GO:0010876,4
GO:0052575,4
GO:0033037,4
GO:0035852,13
GO:1902581,4
GO:0044766,5
GO:0032187,9
GO:0060341,5
GO:1904910,7
GO:1902872,14
GO:0032880,5
GO:1901648,10
GO:1904872,8
GO:0051049,5
GO:1905952,5
GO:2000071,7
GO:0051208,11
GO:0051238,5
GO:0051237,5
GO:0045185,5
GO:0019915,5
GO:0042137,5
GO:0098544,6
GO:0071166,4
GO:0051666,4
GO:0051668,4
GO:0046907,5
GO:0051640,4
GO:0061915,4
GO:0051649,4
GO:0006810,4
GO:0051236,5
GO:0051656,5
GO:0045184,5
GO:0106045,10
GO:0046701,8
GO:1901785,9
GO:0046225,9
GO:0052316,7
GO:0010124,9
GO:1901120,8
GO:0043387,7
GO:1900771,8
GO:0046216,8
GO:0042202,9
GO:0019339,9
GO:1902180,9
GO:1900817,8
GO:2001309,8
GO:0050787,7
GO:0010273,8
GO:0071585,8
GO:0061691,7
GO:0010299,7
GO:1990461,7
GO:0098609,4
GO:0031589,4
GO:0003392,13
GO:0061343,9
GO:0120078,4
GO:0033627,4
GO:0044401,7
GO:0044407,6
GO:0075001,6
GO:0044650,6
GO:0052001,6
GO:0075004,6
GO:0020035,6
GO:0001919,9
GO:2001284,11
GO:0099161,15
GO:0046883,9
GO:0061940,6
GO:1903779,9
GO:0061356,11
GO:0150045,7
GO:0051969,10
GO:0099177,7
GO:1900032,8
GO:0021939,15
GO:0060668,12
GO:0021810,19
GO:0021811,19
GO:0021809,19
GO:0099536,5
GO:0060638,5
GO:1901350,6
GO:0003131,5
GO:0007495,9
GO:0061939,5
GO:0035425,5
GO:0060995,9
GO:0072043,15
GO:0099156,5
GO:0150099,5
GO:0060802,9
GO:0060495,9
GO:0060684,5
GO:0010699,5
GO:0007499,6
GO:0060656,13
GO:0038001,5
GO:0045168,6
GO:1905114,7
GO:0060764,9
GO:0021937,15
GO:0003133,5
GO:0038002,5
GO:0150098,5
GO:0110094,5
GO:0198738,5
GO:0086019,10
GO:0060657,14
GO:0003385,9
GO:0071899,8
GO:0098901,7
GO:0098908,11
GO:0014861,11
GO:0099611,7
GO:0098903,9
GO:0099605,7
GO:0099608,7
GO:0098902,8
GO:2001106,7
GO:0045304,7
GO:0098676,8
GO:0002759,7
GO:0060256,5
GO:1902058,12
GO:0010112,9
GO:1904415,9
GO:1900150,8
GO:2000068,8
GO:0043903,5
GO:1902288,8
GO:0031664,11
GO:0034306,10
GO:1900424,8
GO:0050688,8
GO:0010378,5
GO:0033025,9
GO:0002694,6
GO:0002577,5
GO:0002685,8
GO:0002905,11
GO:0002697,5
GO:0034106,9
GO:0070235,11
GO:0002643,8
GO:0070239,11
GO:1903706,9
GO:0033029,9
GO:0034305,6
GO:0007116,6
GO:0010712,5
GO:0009894,5
GO:0032350,6
GO:0051341,5
GO:1900908,5
GO:0080090,5
GO:0060263,5
GO:0062012,5
GO:0043455,5
GO:0060255,5
GO:1905619,6
GO:0009889,5
GO:0051171,5
GO:0048073,5
GO:0050932,6
GO:0048079,7
GO:0106088,14
GO:0022407,5
GO:0010810,5
GO:0061344,10
GO:0003436,14
GO:0033628,5
GO:0002045,13
GO:0030193,8
GO:0070608,12
GO:0032995,6
GO:2000652,7
GO:1901891,9
GO:1903023,14
GO:0090153,9
GO:0090334,12
GO:0043254,6
GO:0032231,10
GO:0060491,7
GO:0090006,13
GO:1901888,6
GO:2000705,5
GO:0120133,9
GO:1901201,7
GO:0090083,6
GO:2000431,10
GO:1903329,7
GO:1902115,7
GO:0090173,13
GO:1903541,11
GO:0071342,11
GO:1904429,11
GO:1900104,6
GO:0007317,18
GO:2001009,12
GO:0032884,10
GO:0090069,6
GO:1905468,9
GO:0051963,8
GO:1904259,9
GO:0010847,10
GO:1904073,12
GO:1904074,13
GO:1904075,13
GO:2000101,10
GO:0044343,11
GO:0061324,12
GO:0061315,14
GO:1905474,11
GO:0003267,14
GO:0070345,7
GO:0050680,7
GO:0070664,7
GO:0033689,7
GO:1902731,7
GO:2000178,7
GO:2000137,11
GO:2000080,13
GO:0060253,12
GO:2000818,7
GO:1901723,11
GO:2000647,7
GO:2000496,13
GO:0014859,7
GO:0061914,15
GO:0071337,7
GO:1901383,7
GO:1904003,7
GO:0048147,7
GO:0048662,7
GO:0072201,7
GO:1903769,7
GO:1901646,7
GO:0060044,13
GO:2000291,6
GO:0110021,4
GO:0014844,8
GO:2000288,7
GO:0070342,4
GO:0070344,6
GO:0070343,4
GO:0070346,7
GO:1902732,7
GO:0060251,11
GO:0060252,12
GO:0061518,10
GO:0014010,10
GO:0072138,13
GO:0010464,6
GO:0060916,9
GO:0072198,9
GO:0002053,7
GO:0072137,4
GO:0090094,13
GO:0072135,10
GO:0021846,10
GO:0007405,9
GO:2000179,7
GO:0010456,4
GO:2000177,6
GO:0033278,10
GO:0021992,11
GO:0022034,11
GO:0070444,9
GO:0021534,10
GO:0061913,15
GO:0003420,14
GO:0033690,7
GO:0033688,6
GO:0071863,6
GO:0071864,7
GO:0071336,6
GO:0071338,7
GO:0032943,4
GO:0070662,4
GO:0070665,7
GO:0061516,4
GO:0061517,4
GO:0070663,6
GO:0002158,4
GO:0090256,13
GO:1901722,10
GO:0039015,10
GO:0072122,10
GO:1901724,11
GO:0061209,10
GO:0072110,13
GO:0072203,10
GO:0048659,4
GO:0014855,4
GO:1904002,6
GO:1904004,7
GO:0072575,10
GO:0043616,4
GO:1990863,4
GO:0033598,10
GO:2001013,10
GO:0050678,6
GO:0060664,10
GO:0097166,11
GO:0044342,4
GO:1990789,9
GO:0050674,4
GO:0001935,4
GO:0060502,10
GO:0050679,7
GO:1990705,4
GO:0097325,4
GO:1990739,4
GO:2000495,12
GO:2000497,13
GO:0003249,10
GO:1901647,7
GO:1901645,6
GO:2000648,7
GO:0071425,9
GO:0097168,6
GO:0072091,6
GO:0014858,7
GO:0060045,13
GO:1901384,7
GO:0072513,13
GO:2000138,11
GO:0038091,11
GO:0048146,7
GO:0048661,7
GO:2000081,13
GO:2000136,10
GO:0048145,6
GO:0061006,10
GO:0060043,12
GO:0060784,8
GO:0014857,6
GO:0048660,6
GO:1901382,6
GO:0003295,10
GO:0061385,10
GO:1905315,10
GO:0003263,10
GO:0061325,10
GO:1990922,4
GO:0072343,4
GO:0042447,6
GO:1901600,9
GO:0016131,7
GO:0042403,6
GO:0009685,9
GO:0009694,8
GO:1902124,7
GO:0009692,6
GO:0008291,6
GO:0070640,7
GO:1901732,6
GO:0009696,8
GO:0008211,6
GO:0016486,8
GO:1902057,8
GO:1902136,8
GO:0042446,6
GO:1902056,8
GO:0043414,6
GO:1903409,5
GO:1901277,4
GO:0044550,4
GO:1901904,4
GO:0075251,8
GO:0042179,6
GO:0044034,4
GO:0006723,6
GO:0044283,4
GO:0075255,8
GO:1901576,4
GO:0032964,4
GO:1902422,4
GO:0051559,5
GO:0002927,12
GO:0008612,10
GO:1901051,6
GO:0002679,5
GO:0097164,4
GO:0018952,8
GO:0019330,4
GO:0019666,7
GO:1901150,7
GO:0018960,6
GO:0018887,8
GO:0071941,4
GO:0018916,6
GO:1901564,4
GO:2001057,4
GO:0018954,7
GO:0019326,7
GO:0018937,7
GO:0019329,4
GO:0070989,4
GO:0080111,10
GO:0006482,9
GO:1901276,4
GO:0030259,7
GO:0036065,4
GO:0043413,6
GO:0097502,4
GO:1901360,4
GO:1902061,5
GO:0005975,4
GO:0019637,5
GO:1900619,4
GO:1901125,6
GO:1901440,4
GO:0018945,7
GO:1901575,4
GO:0019499,5
GO:0042620,4
GO:0018885,4
GO:0030638,4
GO:0042197,7
GO:0035383,5
GO:1900585,4
GO:0018899,4
GO:1900558,4
GO:0018938,7
GO:1901764,4
GO:0046500,6
GO:1901568,4
GO:0018904,4
GO:1901135,4
GO:0018900,4
GO:0006629,4
GO:0019695,6
GO:0043170,4
GO:0009812,4
GO:1900561,4
GO:0015977,4
GO:1901615,4
GO:0018907,5
GO:1900673,4
GO:0043456,9
GO:0009051,13
GO:0009052,5
GO:0044282,4
GO:0072338,6
GO:0046292,6
GO:0009255,8
GO:0006066,5
GO:0018894,7
GO:0005996,5
GO:0046454,8
GO:0006766,4
GO:0070276,4
GO:0055086,6
GO:0018893,7
GO:0019627,6
GO:0030574,4
GO:1901903,4
GO:0006116,13
GO:0042161,8
GO:0019417,5
GO:0071615,4
GO:0006740,12
GO:0006735,13
GO:0015975,5
GO:0022900,5
GO:0010241,9
GO:0015946,8
GO:0070277,5
GO:0006151,11
GO:0019516,9
GO:0019399,8
GO:0070995,12
GO:0019480,13
GO:0034440,7
GO:0019293,12
GO:0019561,12
GO:0015944,9
GO:0019498,8
GO:0009444,9
GO:0019418,5
GO:0019416,5
GO:0015980,5
GO:0019419,5
GO:0018158,8
GO:0006788,8
GO:0019479,13
GO:0006069,8
GO:0019600,8
GO:0006150,11
GO:0042964,4
GO:0018940,7
GO:1900810,8
GO:1900764,6
GO:1900800,8
GO:1900819,5
GO:1900597,5
GO:1900797,7
GO:1900603,6
GO:1900555,8
GO:0090487,4
GO:1902086,8
GO:1900606,8
GO:1900582,8
GO:1900803,7
GO:0035836,8
GO:0036182,6
GO:1900579,10
GO:0006582,6
GO:1900573,6
GO:0009698,5
GO:1900600,8
GO:1900570,6
GO:1900794,6
GO:1900576,7
GO:0019757,7
GO:1900549,5
GO:0046937,7
GO:1900791,6
GO:0042316,8
GO:0009237,5
GO:0042341,7
GO:1900813,8
GO:1900594,5
GO:0035897,7
GO:0052214,5
GO:0039599,8
GO:0044040,5
GO:0044541,9
GO:0036210,7
GO:0044035,4
GO:0046045,4
GO:0106106,7
GO:0046148,4
GO:0051552,5
GO:0042168,7
GO:0046149,4
GO:0046283,5
GO:0051558,4
GO:0051550,5
GO:0006139,5
GO:0006520,7
GO:0006099,8
GO:0019538,5
GO:0002746,4
GO:0019884,4
GO:0002745,4
GO:0002473,4
GO:0019883,4
GO:0002472,4
GO:0002471,4
GO:0002457,7
GO:0002450,7
GO:0048002,4
GO:0002504,4
GO:0002747,4
GO:0002475,4
GO:0002468,4
GO:0035944,4
GO:0002702,7
GO:0036262,4
GO:0002700,6
GO:0002377,4
GO:0035746,4
GO:0002701,7
GO:0071613,4
GO:0002775,8
GO:0002218,9
GO:0002757,8
GO:0031295,10
GO:0031296,10
GO:0042387,6
GO:0042688,6
GO:0035163,10
GO:0007516,6
GO:0035168,11
GO:0002519,8
GO:0002249,8
GO:0072573,13
GO:0002517,8
GO:0002514,8
GO:0002508,8
GO:0002513,8
GO:0010931,8
GO:0002461,8
GO:0090715,5
GO:0090716,5
GO:0090714,6
GO:0002260,7
GO:1990960,7
GO:0036145,7
GO:0033023,7
GO:1990959,7
GO:0061519,7
GO:0001780,7
GO:0035702,7
GO:0002406,8
GO:0002405,8
GO:0002432,7
GO:0090718,5
GO:0002443,4
GO:0043299,11
GO:0008228,7
GO:0009864,10
GO:0002434,4
GO:0051607,7
GO:0035010,4
GO:0002433,8
GO:0009866,10
GO:0045061,13
GO:0043383,13
GO:0043366,13
GO:0043368,13
GO:0045062,13
GO:0002274,5
GO:0002269,6
GO:0046649,5
GO:0050902,8
GO:0002366,5
GO:0002270,5
GO:0072676,7
GO:0002523,7
GO:0030595,7
GO:0097529,7
GO:0036336,7
GO:0045123,7
GO:0071674,7
GO:0050904,8
GO:0048534,7
GO:0034101,7
GO:0002343,13
GO:0002352,13
GO:0002340,13
GO:0002346,13
GO:0016445,8
GO:0002565,10
GO:0002562,10
GO:0002566,8
GO:0002569,8
GO:0002201,8
GO:0002563,8
GO:0002567,8
GO:0002568,12
GO:0002202,8
GO:0052173,6
GO:0009608,6
GO:0009617,6
GO:0009620,6
GO:0019730,6
GO:0098543,6
GO:0080027,6
GO:0075136,6
GO:0002239,6
GO:0001562,6
GO:0009615,6
GO:0098542,6
GO:0009625,6
GO:0009624,6
GO:0043706,7
GO:0098610,5
GO:0044367,4
GO:0002120,5
GO:0052313,6
GO:0044002,6
GO:0051850,6
GO:0052100,5
GO:0044011,7
GO:0052097,5
GO:0044403,4
GO:0044402,4
GO:0051702,5
GO:0009405,4
GO:0051701,5
GO:0052047,5
GO:0035821,4
GO:0040030,4
GO:0010469,7
GO:0044092,4
GO:2000325,11
GO:0044093,4
GO:0050790,4
GO:0032409,4
GO:0051098,4
GO:0051090,12
GO:1905255,4
GO:0045124,8
GO:0046013,10
GO:0097752,4
GO:0048167,10
GO:0043487,9
GO:0010883,6
GO:0006450,4
GO:0035813,11
GO:0099152,16
GO:0044537,4
GO:0008217,6
GO:0060303,8
GO:0014729,11
GO:0099072,4
GO:0060296,9
GO:0098696,10
GO:0045646,11
GO:1900400,13
GO:0061635,4
GO:0031413,4
GO:1902659,11
GO:1903483,13
GO:0090066,4
GO:0002026,8
GO:0031157,10
GO:0099145,16
GO:0035152,8
GO:0031647,4
GO:0043114,6
GO:0045924,9
GO:0042391,4
GO:0010817,4
GO:0035633,4
GO:0090225,10
GO:1904542,9
GO:0032972,9
GO:0099149,15
GO:0032098,6
GO:0008360,8
GO:0032204,9
GO:0002027,8
GO:0042592,4
GO:0001505,4
GO:0014882,9
GO:1901966,13
GO:0090559,4
GO:0050803,4
GO:0060730,10
GO:0097035,5
GO:0050878,4
GO:0031671,11
GO:1990344,11
GO:0070589,7
GO:0043683,7
GO:0017126,7
GO:0022613,4
GO:0061110,4
GO:0044091,4
GO:0140112,4
GO:0042748,8
GO:0045187,8
GO:0042747,8
GO:0030299,9
GO:0120054,5
GO:0044058,6
GO:0071626,5
GO:0036147,5
GO:0001696,7
GO:0050892,5
GO:0030277,8
GO:0043133,7
GO:0035482,5
GO:0010840,8
GO:0045477,10
GO:0045592,13
GO:1903684,12
GO:0060281,11
GO:0032903,6
GO:0051797,10
GO:0060902,14
GO:0060901,10
GO:0048042,8
GO:0090257,6
GO:0140192,15
GO:1903814,9
GO:0044062,7
GO:0140193,15
GO:0098801,6
GO:1905282,12
GO:1903522,6
GO:0044060,6
GO:0044055,7
GO:0031644,6
GO:0044065,6
GO:0045613,7
GO:0042689,7
GO:2000254,9
GO:0071661,7
GO:0032660,6
GO:0032646,6
GO:0039531,14
GO:0032673,6
GO:0032649,6
GO:0032643,6
GO:0032479,6
GO:0034344,6
GO:0032674,6
GO:0044831,11
GO:0032667,6
GO:0032662,6
GO:0032666,6
GO:0032652,6
GO:0032657,6
GO:0032669,6
GO:0032661,6
GO:0032675,6
GO:0050707,11
GO:0032670,6
GO:0032656,6
GO:0032664,6
GO:0042035,8
GO:0071634,6
GO:0032676,6
GO:0032678,6
GO:0032677,6
GO:0032645,6
GO:0032659,6
GO:0032642,6
GO:1901256,6
GO:0032658,6
GO:0090361,6
GO:0032671,6
GO:0032665,6
GO:0002718,7
GO:1903555,6
GO:1900015,8
GO:0010574,6
GO:0032655,6
GO:0032668,6
GO:0032654,6
GO:0070754,6
GO:0032672,6
GO:0032653,6
GO:0032663,6
GO:0010915,11
GO:0090320,12
GO:0010988,11
GO:0010982,11
GO:0061132,12
GO:0061046,11
GO:1905553,13
GO:0060762,12
GO:2000172,8
GO:2000032,10
GO:0060693,11
GO:0090189,16
GO:1904672,6
GO:2000280,8
GO:1903104,12
GO:0048831,7
GO:1905421,8
GO:0043416,8
GO:2000053,10
GO:0072199,10
GO:0045995,6
GO:0090213,8
GO:0090060,8
GO:0051960,7
GO:2000313,11
GO:0045191,14
GO:1905140,8
GO:2000056,10
GO:1903010,8
GO:2000015,10
GO:1902866,11
GO:1900145,15
GO:1904177,8
GO:0061035,8
GO:0045691,9
GO:0048634,8
GO:2001109,12
GO:0033599,11
GO:0060420,9
GO:1903487,10
GO:0030856,7
GO:0045697,9
GO:2000037,8
GO:0007564,6
GO:2000790,10
GO:2000011,8
GO:0007563,6
GO:1903132,9
GO:0070167,8
GO:1901342,9
GO:0003307,10
GO:1905276,9
GO:1905292,10
GO:2000027,8
GO:1901509,9
GO:1904653,10
GO:0045570,9
GO:1905207,9
GO:0010717,10
GO:0045688,9
GO:1904441,10
GO:2000274,9
GO:0061999,10
GO:1902812,16
GO:1904412,10
GO:0090183,9
GO:0035464,11
GO:0045667,6
GO:0030500,9
GO:0010594,9
GO:0051547,9
GO:1901048,10
GO:1905203,6
GO:0060312,6
GO:1903519,11
GO:0046850,6
GO:1902733,14
GO:0031620,9
GO:0061094,10
GO:0034379,8
GO:0034378,8
GO:0034380,8
GO:0090495,8
GO:0034370,8
GO:0034375,8
GO:0034441,8
GO:0034374,8
GO:0060173,6
GO:0033333,6
GO:0048737,6
GO:0007539,7
GO:0007542,7
GO:0008062,6
GO:0035209,7
GO:0035210,7
GO:0002168,7
GO:0035193,8
GO:0048707,7
GO:0007556,10
GO:0045455,7
GO:0048568,7
GO:1901538,10
GO:0045448,9
GO:0009792,6
GO:0061053,6
GO:0035017,7
GO:0040003,6
GO:0040002,6
GO:0007546,7
GO:0007547,7
GO:0035167,10
GO:0002117,7
GO:0007526,8
GO:0007508,8
GO:0002119,7
GO:0007523,9
GO:0010342,7
GO:0009553,6
GO:0009555,6
GO:0048095,7
GO:0030540,9
GO:0046545,7
GO:0007560,9
GO:0046546,7
GO:0008406,8
GO:1990636,6
GO:0040021,7
GO:0019099,8
GO:0019100,8
GO:0019102,7
GO:0042001,7
GO:0019101,7
GO:0060037,8
GO:0007421,7
GO:0055123,6
GO:0048880,6
GO:0060541,6
GO:0001501,6
GO:0035270,6
GO:0061008,6
GO:0048484,8
GO:0072358,7
GO:0021591,9
GO:0021761,10
GO:0048483,7
GO:0072001,7
GO:0021783,9
GO:0072359,6
GO:0061458,6
GO:0048486,8
GO:0007417,7
GO:0035272,6
GO:0001944,8
GO:0048485,8
GO:0001655,6
GO:0007399,6
GO:0048367,6
GO:0022622,6
GO:0007422,7
GO:0061071,9
GO:0060066,8
GO:0007444,7
GO:0035050,8
GO:0072176,10
GO:0072065,15
GO:0072170,11
GO:0048565,7
GO:0071599,10
GO:0021915,8
GO:1905867,8
GO:0030323,7
GO:0072031,14
GO:0061009,7
GO:0061326,8
GO:0035503,13
GO:0072032,14
GO:0072044,9
GO:0072164,11
GO:0035502,13
GO:0072189,8
GO:0072066,14
GO:0061108,9
GO:0060872,10
GO:0072520,10
GO:0030539,9
GO:0048094,7
GO:0046544,7
GO:0001835,10
GO:0060601,8
GO:0061114,9
GO:0061139,8
GO:0048754,8
GO:0060600,8
GO:0060442,11
GO:0060445,10
GO:0060602,8
GO:1905492,9
GO:2000173,9
GO:0002086,9
GO:0043481,9
GO:0030502,10
GO:0045668,7
GO:0061592,11
GO:0030501,10
GO:0035630,10
GO:0002051,6
GO:0002076,6
GO:0045669,7
GO:0044339,10
GO:0001958,11
GO:0036074,5
GO:0001957,5
GO:0098755,13
GO:0019228,10
GO:0019227,10
GO:0086091,9
GO:0086092,9
GO:0090133,9
GO:0010631,7
GO:0090252,12
GO:0090137,6
GO:0090496,10
GO:1901394,9
GO:1901392,8
GO:1901393,9
GO:1901398,8
GO:1901395,8
GO:1901399,9
GO:1901400,9
GO:1901397,9
GO:1901396,9
GO:0036340,8
GO:0036341,6
GO:0048085,7
GO:0048820,10
GO:0042338,7
GO:0042337,7
GO:0007594,5
GO:0098867,6
GO:0003416,6
GO:0061117,10
GO:0045571,10
GO:0060421,10
GO:0045572,10
GO:0003241,9
GO:0060737,10
GO:0033561,8
GO:0003091,8
GO:1990079,7
GO:0046665,8
GO:0048873,7
GO:0045453,7
GO:0010669,7
GO:0060289,9
GO:0036438,7
GO:0001895,7
GO:0048875,7
GO:0042309,7
GO:0031649,7
GO:0031653,7
GO:0010933,10
GO:0002654,10
GO:0002651,10
GO:0002648,10
GO:0002666,10
GO:0002663,10
GO:0002913,10
GO:0002873,10
GO:0120062,9
GO:0060454,9
GO:0046878,9
GO:0060450,10
GO:0060731,11
GO:0090187,9
GO:0120058,8
GO:0031622,10
GO:2000698,12
GO:0061213,11
GO:0072041,13
GO:0072216,11
GO:2000358,12
GO:0090193,12
GO:0051798,11
GO:0045823,8
GO:0045907,11
GO:1900135,15
GO:1904346,8
GO:0048084,9
GO:2000748,10
GO:0045977,11
GO:1902877,8
GO:1902865,12
GO:0090021,12
GO:1902764,11
GO:0061189,10
GO:1901209,12
GO:0060787,12
GO:0090300,12
GO:2000287,9
GO:1904120,13
GO:0072107,17
GO:1901622,13
GO:0060492,13
GO:2000543,10
GO:0061184,9
GO:0032481,7
GO:0032755,7
GO:0070756,7
GO:0032725,7
GO:0002720,8
GO:0032734,7
GO:0032739,7
GO:0032756,7
GO:0032726,7
GO:0032753,7
GO:0032732,7
GO:0032729,7
GO:0032736,7
GO:0090362,7
GO:0032746,7
GO:0032750,7
GO:0032723,7
GO:0032741,7
GO:0032745,7
GO:0032748,7
GO:0032744,7
GO:0032722,7
GO:0032757,7
GO:0042108,9
GO:0044832,12
GO:0032733,7
GO:0032737,7
GO:0090271,7
GO:0034346,7
GO:0032738,7
GO:0032742,7
GO:0032747,7
GO:0032751,7
GO:0032743,7
GO:1901258,7
GO:0010575,7
GO:0032740,7
GO:0050715,12
GO:0032752,7
GO:0032754,7
GO:0032758,7
GO:1903557,7
GO:0071636,7
GO:0032735,7
GO:0032749,7
GO:1900017,9
GO:2000020,11
GO:2000196,11
GO:1901534,11
GO:1902035,11
GO:1902107,11
GO:0045639,11
GO:0035205,14
GO:1904944,13
GO:0090321,13
GO:1905581,12
GO:0010983,12
GO:0110119,12
GO:0032332,10
GO:0061075,13
GO:0090015,14
GO:0010063,13
GO:0010059,13
GO:1902892,16
GO:1901297,13
GO:1901899,9
GO:1901082,9
GO:2000256,10
GO:0046005,10
GO:0046010,10
GO:1904206,10
GO:1905149,9
GO:0010613,9
GO:1905312,15
GO:0120075,11
GO:0051891,11
GO:2000727,12
GO:2000724,13
GO:0035819,13
GO:0048298,16
GO:0048301,16
GO:0048304,16
GO:0048295,16
GO:1901846,12
GO:0061926,14
GO:0050769,10
GO:1904135,14
GO:0090129,9
GO:2000597,13
GO:1904935,12
GO:0021940,14
GO:0014709,11
GO:0045844,10
GO:0075273,11
GO:0075269,12
GO:0070795,11
GO:0075277,11
GO:0075281,11
GO:0075315,11
GO:0075319,11
GO:0075311,11
GO:0075265,11
GO:1904674,7
GO:0046881,13
GO:0033686,13
GO:1905205,7
GO:2000504,7
GO:0046852,7
GO:1903521,12
GO:0044334,12
GO:0060808,12
GO:0062043,12
GO:0010595,10
GO:0051549,10
GO:1903688,13
GO:1901321,13
GO:0110117,14
GO:0042482,10
GO:2000764,11
GO:2000086,13
GO:1904138,12
GO:2000347,13
GO:0048376,15
GO:0046670,12
GO:0060639,10
GO:0061047,12
GO:0110108,14
GO:0072108,16
GO:0110138,13
GO:0090190,17
GO:2001076,15
GO:0060225,16
GO:0060501,12
GO:0090096,15
GO:0048379,15
GO:1900156,11
GO:1902258,12
GO:1901221,11
GO:1902874,15
GO:0060617,12
GO:0045706,12
GO:0048350,15
GO:0042479,14
GO:0048346,15
GO:0061095,11
GO:0010615,9
GO:0014737,9
GO:0014739,9
GO:2001206,14
GO:1900159,12
GO:1900057,11
GO:1901333,11
GO:0045966,9
GO:0061063,9
GO:0045712,13
GO:2000123,8
GO:2001214,13
GO:1905653,13
GO:0045766,13
GO:0110058,12
GO:1905065,11
GO:1901492,13
GO:0072126,15
GO:0072381,12
GO:1905297,14
GO:0045989,9
GO:1904114,9
GO:0045987,9
GO:0097151,12
GO:1905789,10
GO:2000463,12
GO:1904058,9
GO:1904662,10
GO:1904658,10
GO:0045850,11
GO:0060282,12
GO:0045594,14
GO:2000848,13
GO:2000872,13
GO:2000863,13
GO:2000836,13
GO:0046000,13
GO:0060637,12
GO:1905650,10
GO:0070172,11
GO:1905717,12
GO:0010916,12
GO:0010987,12
GO:0010989,12
GO:0120061,9
GO:0060451,10
GO:0090188,9
GO:0120059,8
GO:1905747,9
GO:0060455,9
GO:1901533,11
GO:1902034,11
GO:0045638,11
GO:0035204,14
GO:1902106,11
GO:0045906,11
GO:1904345,8
GO:1900134,15
GO:0045822,8
GO:2000255,10
GO:0003106,14
GO:0045843,10
GO:0014710,11
GO:0061218,11
GO:1900207,14
GO:2000697,12
GO:0072040,13
GO:2000357,12
GO:0072217,11
GO:0090194,12
GO:2000747,10
GO:1905148,9
GO:0010614,9
GO:1904205,10
GO:0032480,7
GO:0032695,7
GO:0032713,7
GO:0032706,7
GO:0032699,7
GO:0032717,7
GO:0032686,7
GO:0046775,12
GO:0032703,7
GO:0032708,7
GO:0032716,7
GO:0032710,7
GO:0071635,7
GO:0032705,7
GO:0032698,7
GO:0032711,7
GO:0032693,7
GO:0032683,7
GO:0042036,9
GO:0032707,7
GO:0032704,7
GO:0032718,7
GO:0032700,7
GO:0032714,7
GO:0032692,7
GO:0032696,7
GO:0032697,7
GO:1903556,7
GO:0032682,7
GO:0032701,7
GO:0032685,7
GO:0032715,7
GO:0090272,7
GO:0032709,7
GO:0070755,7
GO:0050710,12
GO:0032702,7
GO:0032694,7
GO:1901257,7
GO:1900016,9
GO:0002719,8
GO:1904046,7
GO:0032689,7
GO:0034345,7
GO:0032712,7
GO:0051799,11
GO:0062044,12
GO:0090301,12
GO:1905716,12
GO:0044740,10
GO:1904657,10
GO:1904057,9
GO:1905788,10
GO:0090394,12
GO:1904661,10
GO:2000847,13
GO:2000835,13
GO:0045999,13
GO:2000862,13
GO:2000871,13
GO:0032904,7
GO:2000168,17
GO:0051964,9
GO:0021941,14
GO:2000297,9
GO:2000596,13
GO:1901621,13
GO:0061925,14
GO:0021914,12
GO:0050768,10
GO:1904134,14
GO:0022001,9
GO:1904934,12
GO:1901898,9
GO:1901081,9
GO:0031621,10
GO:1905311,15
GO:2000726,12
GO:2000723,13
GO:0120076,11
GO:0051892,11
GO:2000044,12
GO:0072336,12
GO:1905296,14
GO:1905064,11
GO:2000181,11
GO:1901491,13
GO:0072125,15
GO:0110059,12
GO:1901346,12
GO:0048303,16
GO:0048297,16
GO:0048294,16
GO:0048300,16
GO:1900176,17
GO:1905649,10
GO:0070171,11
GO:0051548,10
GO:1903687,13
GO:0010596,10
GO:1904943,13
GO:2000149,14
GO:2000195,11
GO:2000019,11
GO:1900158,12
GO:2001205,14
GO:1902891,16
GO:0010060,13
GO:0010062,13
GO:0075266,11
GO:0075282,11
GO:0075270,12
GO:0075320,11
GO:0075312,11
GO:0075278,11
GO:0070794,11
GO:0075274,11
GO:0075316,11
GO:2000734,18
GO:2000703,18
GO:0061096,11
GO:0010616,9
GO:0014736,9
GO:0014740,9
GO:1902763,11
GO:2000542,10
GO:1904119,13
GO:0061185,9
GO:1902367,11
GO:1904260,10
GO:0045976,11
GO:1901208,12
GO:2000166,14
GO:1902876,8
GO:1902864,12
GO:2000160,13
GO:0090082,15
GO:1905067,12
GO:1902873,15
GO:2001075,15
GO:0042683,15
GO:2000005,14
GO:1901220,11
GO:0003340,16
GO:2000085,13
GO:1902257,12
GO:1903520,12
GO:2000007,14
GO:0046671,12
GO:0048380,15
GO:0045705,12
GO:1904137,12
GO:0042480,14
GO:0061048,12
GO:0060226,16
GO:0048351,15
GO:0110109,14
GO:0110139,13
GO:2000795,12
GO:0090191,17
GO:2000346,13
GO:0110118,14
GO:0048375,15
GO:0042483,10
GO:0048347,15
GO:1900155,11
GO:0048083,9
GO:0045710,13
GO:2000122,8
GO:0061064,9
GO:1901332,11
GO:0045965,9
GO:0060283,12
GO:0045593,14
GO:0045849,11
GO:0035820,14
GO:0035817,13
GO:1901845,12
GO:0045986,9
GO:0045988,9
GO:1904113,9
GO:0042323,10
GO:0042322,10
GO:1905204,7
GO:0046851,7
GO:1900056,11
GO:0032331,10
GO:0002662,10
GO:0002665,10
